,source,target,weight
0,2,3,0.0001370035274389307
1,2,4,0.00010300998673091692
2,2,5,5.349552451001724e-05
3,2,11,9.765056061352369e-06
4,2,14,4.0562540562540573e-05
5,2,38,1.6405294183071962e-05
6,2,51,0.00012102266200626854
7,2,52,5.4282223399870454e-05
8,2,64,0.0006605289500026348
9,2,65,0.001501501501501502
10,2,66,0.00013671078485893298
11,2,81,2.563327216104996e-05
12,2,89,1.9845113931135445e-05
13,2,91,0.0014947045811243356
14,3,3,6.5128015185102e-05
15,3,4,4.896834486994332e-05
16,3,5,2.5430420645018873e-05
17,3,11,4.642060911392352e-06
18,3,14,1.9282406862706645e-05
19,3,38,7.798662331139141e-06
20,3,51,5.7531115557583896e-05
21,3,52,2.5804397419210305e-05
22,3,64,0.0003139987728063917
23,3,65,0.0007137758743754452
24,3,66,6.498885275949282e-05
25,3,81,1.2185409892404895e-05
26,3,89,9.433865723152184e-06
27,3,91,0.0007105447901704555
28,4,3,0.0021219616110308816
29,4,4,0.0015954570037858302
30,4,5,0.0008285585889225932
31,4,11,0.00015124482178745742
32,4,14,0.0006282477212709777
33,4,38,0.0002540913006029287
34,4,51,0.0018744440208412754
35,4,52,0.0008407432740538082
36,4,64,0.010230518155854755
37,4,65,0.02325581395348839
38,4,66,0.0021174275050244067
39,4,81,0.00039701765719207615
40,4,89,0.0003073685087938662
41,4,91,0.02315054072160017
42,5,3,0.0013223818735409831
43,5,4,0.0009942703067071124
44,5,5,0.0005163481061401675
45,5,11,9.425401937479242e-05
46,5,14,0.00039151669586452156
47,5,38,0.00015834675254965114
48,5,51,0.001168131781103983
49,5,52,0.0005239414606422289
50,5,64,0.006375540300025425
51,5,65,0.01449275362318841
52,5,66,0.0013195562712470935
53,5,81,0.00024741680085883035
54,5,89,0.0001915484909874812
55,5,91,0.014427148565634885
56,6,3,0.00042439232220617586
57,6,4,0.000319091400757165
58,6,5,0.00016571171778451862
59,6,11,3.0248964357491583e-05
60,6,14,0.00012564954425419556
61,6,38,5.0818260120585716e-05
62,6,51,0.00037488880416825464
63,6,52,0.00016814865481076167
64,6,64,0.002046103631170951
65,6,65,0.004651162790697683
66,6,66,0.0004234855010048802
67,6,81,7.940353143841523e-05
68,6,89,6.1473701758773e-05
69,6,91,0.004630108144320039
70,7,3,0.019413691334963398
71,7,4,0.014596734289955466
72,7,5,0.007580429643334353
73,7,11,0.0013837292206086533
74,7,14,0.005747798300989785
75,7,38,0.0023246650906225373
76,7,51,0.0171491687013138
77,7,52,0.007691906549853977
78,7,64,0.09359835759611787
79,7,65,0.2127659574468086
80,7,66,0.019372209088521147
81,7,81,0.00363228920409771
82,7,89,0.002812094867688549
83,7,91,0.2118028193678313
84,8,3,0.018716789594733937
85,8,4,0.0140727489564699
86,8,5,0.007308311656137747
87,8,11,0.0013340568896124455
88,8,14,0.005541467079928628
89,8,38,0.0022412155745489093
90,8,51,0.016533557517164073
91,8,52,0.0074157868275515374
92,8,64,0.0902384165542061
93,8,65,0.20512820512820526
94,8,66,0.018676796454574228
95,8,81,0.0035018993352326586
96,8,89,0.0027111478724381913
97,8,91,0.2041996412366783
98,9,3,0.0009604668344666082
99,9,4,0.000722154222766217
100,9,5,0.00037503178235443683
101,9,11,6.845818249327024e-05
102,9,14,0.00028436475804896816
103,9,38,0.00011500974658869412
104,9,51,0.0008484325568018403
105,9,52,0.0003805469556243548
106,9,64,0.004630655586334256
107,9,65,0.010526315789473677
108,9,66,0.0009584145549057844
109,9,81,0.00017970272904483447
110,9,89,0.0001391246934540652
111,9,91,0.010478665800303244
112,10,3,0.0013686652391149186
113,10,4,0.0010290697674418617
114,10,5,0.0005344202898550723
115,10,11,9.755291005291015e-05
116,10,14,0.00040521978021978083
117,10,38,0.00016388888888888898
118,10,51,0.0012090163934426244
119,10,52,0.0005422794117647071
120,10,64,0.006598684210526319
121,10,65,0.015000000000000013
122,10,66,0.0013657407407407422
123,10,81,0.0002560763888888898
124,10,89,0.00019825268817204309
125,10,91,0.014932098765432094
126,11,3,0.004344969013063234
127,11,4,0.003266888150609082
128,11,5,0.0016965723487462633
129,11,11,0.00030969177794574646
130,11,14,0.0012864120006977158
131,11,38,0.0005202821869488547
132,11,51,0.0038381472807702327
133,11,52,0.0017215219421101782
134,11,64,0.020948203842940685
135,11,65,0.04761904761904776
136,11,66,0.004335684891240457
137,11,81,0.0008129409171075848
138,11,89,0.0006293736132445809
139,11,91,0.04740348814422892
140,12,3,0.019097654499277937
141,12,4,0.014359113034072484
142,12,5,0.007457027300303347
143,12,11,0.0013612033960871165
144,12,14,0.005654229491438798
145,12,38,0.0022868217054263576
146,12,51,0.016869996187571484
147,12,52,0.0075666894664842685
148,12,64,0.09207466340269292
149,12,65,0.20930232558139536
150,12,66,0.01905684754521964
151,12,81,0.003573158914728676
152,12,89,0.0027663165791447807
153,12,91,0.20835486649440144
154,13,3,0.003699095240851125
155,13,4,0.002781269641734768
156,13,5,0.0014443791617704655
157,13,11,0.0002636565136565132
158,13,14,0.0010951885951885944
159,13,38,0.0004429429429429426
160,13,51,0.0032676118741692627
161,13,52,0.0014656200317965018
162,13,64,0.017834281650071133
163,13,65,0.04054054054054064
164,13,66,0.003691191191191189
165,13,81,0.0006920983483483497
166,13,89,0.0005358180761406566
167,13,91,0.040357023690357006
168,16,3,0.00178910488773192
169,16,4,0.0013451892384860936
170,16,5,0.0006985886141896378
171,16,11,0.0001275201438600131
172,16,14,0.0005296990591108244
173,16,38,0.00021423384168482224
174,16,51,0.0015804135861995064
